anger_train_comment,anger_train_label,anger_test_comment,anger_test_label,joy_train_label,joy_train_comment,joy_test_label,joy_test_comment,sadness_train_comment,sadness_train_label,sadness_test_comment,sadness_test_label,love_train_comment,love_train_label,love_test_comment,love_test_label
"Do you have a different desired text change, or is it dead?",0,"the logical solution to me was to add the methods to the interface) so I guess I did the right thing opening this bug and asking for your opinion and I can't accept your ""for the sake of sweet Jesus"" in reply.",0,0,Attaching patch for review.,0,I will revert tomorrow if less-hacky alternative suggested above continues unaddressed.,Excuse me for stolen assignement.,1,"Thanks, Aaron!",0,Does this belong to http://issues.apache.org/jira/browse/DAYTRADER too?,0,Thanks senaka for the patch.,1
Do you think you can make us a minimal test case which demonstrates the problem?,0,The outer read can continue for a much longer period of time.,0,0,"Resolved by changing the meaning of maxRows to be across all code tables with a default of 200000, introduced maxRowPerTable with a default of 10000 to take the place of maxRows, and upped the default for maxCount to 200.",0,Your explanation sounds reasonable and  the patch looks safe to me.,"FAILURE: Integrated in Hadoop-Yarn-trunk #344 (See [https://builds.apache.org/job/Hadoop-Yarn-trunk/344/])
HDFS-5041.",0,"Thanks, Vijay.",0,Does this mean the migrate tool is busted for this version?,0,Thanks Sijie.,1
Do you want to recreate every file on the whole planet?,0,The same exception happens the I forget to sign my jars.,0,0,I switched to using the JavaSourceLoader and this appears to work fine.,0,+1 for the patch.,"FileInputStream fin = new FileInputStream(""MyTemplates.ser"");
ObjectInput in = new ObjectInputStream(fin);
Templates templates2 = (Templates)in.readObject();
in.close();
transformer = templates2.newTransformer();
transformer.transform(new StreamSource(inputFilename),
new StreamResult(System.out));
}
catch (ClassCastException e) {
System.err.println(""CAST EXC: "" + e);
e.printStackTrace();
}
catch (Exception e) {
System.err.println(""ERROR: "" + e);
e.printStackTrace();
}
System.exit(0);
}
public void usage() {
System.err.println(
""Usage: run <xml_file> <xsl_file>"");
System.exit(1);
}
}",0,The biggest problem is that we've had too many committers over the years and we'd have to get all of their permission to change it.,1,Dojo [0] and Ext.js [1] take both a different approach (which i personally don't really like).,0,"Thanks Todd, glad to be on board!",1
Does that sound like a reasonable plan going forward?,0,Then you're pretty well screwed.,1,0,Done except for pages.xml imports.,0,After talking with Steve B. we decided that the DAS should insist that datagraph root is passed to the ApplyChanges command.,First guess: something's getting confused about reversed-ness.,1,The demo looks like it will be very useful.,0,Done at rev.,0,"Thanks,
Arvind",1
doh fixed braces,0,"Then, what's the story for code reuse for different flushers.",0,0,"I'm not sure if this is actually a bug, we had it fixed, but then had to revert it.",0,An error is now thrown if this is not the case.,Fixed a typo in the oritinal patch.,0,The failure of GdiplusStartup happened to because this function was called from a native method with RSP not aligned to 16 bytes.,0,"Er, sorry, paste didn't work -- here's the full bug text:
=====
The following dependency relies on the sun.",0,"Thanks,
rev.",0
Doh!,1,There may perhaps be some way to use Windows file-locking as a signalling mechanism here.,0,0,I don't remember why right now though.,0,The fix for test_no_extension was merged in PIG-2505.,Fixed the crash in this bug; let's open a new one for the SPDY connection issues.,0,the java concurrent implementation of the queue.,0,Everything is ok.,0,"Thanks, correctly applied the patch and updated working copy.",0
Doh!,1,"Therefore Visa.matches() will now
return ""true"" for Mastercards, too.",0,0,"Integrated in Cassandra #63 (See [http://hudson.zones.apache.org/hudson/job/Cassandra/63/])
    ",0,So this is ready for merging?,Fixed then :),0,The original reason why i asked this is so that clients can seamlessly cross over like in MR between RM and AHS.,0,"Excellent work, Doğacan - thank you.",1,"Thanks, is that everyone has to create an account and then you will link them to Pig Confluence?",0
Doh.,1,Think you could make a failing test case and/or patch to show the behaviour?,0,0,Applied Andrew's patch at r676866.,0,This is now resolved in ActiveMQ 4.0 as we have a DemandBasedForwardingBridge which only forwards messages to another broker when there is a consumer for it,FOP can only tell you which line in the single FO file the error occurred at.,0,The patch looks good to me.,0,Excellent!,0,"Thanks, JinJie!",1
Doing it at the hackathon you'd have a few fellas at your shoulder to give you pointers should you get stuck.,1,This is bad.,1,0,Please check that it was applied as expected.,0,"Jacques,

Why concatenate the patches?","For example: EdgeNGramTokenFilter, ThaiWordFilter, SmartChineseAnalyzer's WordTokenFilter, etc?",0,"The patch should be relatively trivial, but like I said, I have no idea if there is other important stuff going on there or not.",1,export with no args prints all the current settings.,0,"Thanks, Myrna.",1
"Doug, you defined:
+public interface NamenodeProtocols
+ extends ClientProtocol,
+ DatanodeProtocol,
+ NamenodeProtocol,
+ RefreshAuthorizationPolicyProtocol,
+ RefreshUserToGroupMappingsProtocol { ...}
Will this prevent us from putting the DatanodeProtocol in a different port?",0,This is clearly bad webserver behaviour.,1,0,I think nothing is absolute.,0,"Thanks guys,

Bharat your patch is in trunk at revision: 754834 .","For some reason, I couldn't upload the straight patch.",1,The patch should work on all fair scheduler versions.,0,export x=y sets the variable.,0,"Thanks, Sravya!",1
Downgrading this as it is probably user error (rather than an explicit bug in the framework).,0,this is IMO a regression since i am pretty sure it used to throw an InvalidItemStateException in the past.,0,0,This appears to have been fixed,0,I only review as Pranay tested successfully.,"Forgot about these, sorry.",1,The patch went to the wrong bug.,1,File formats are forever.,0,Thanks!,0
"DROP INDEX <INDEX_NAME>
making this the only option right now would suck because we don't auto-generate an index name when none is provided.",0,This is weird.,1,0,and your comments are very welcome..,0,Should we close this one now that we went a different route (zero javadoc warnings?),fully agree Christian!,0,The problem here was simply that an EJBs class may not be one of its BeanTypes.,0,"FilterExprWalker.detach() calls DescendantIterator.detach() and set
DescendantIterator.m_traverser to null for $exceptions[1]/@name.",0,Thanks!,0
Duplicated here TAP5-1017,0,This is where it gets confusing.,1,0,"Marcus 

we need a fix for this - if you can check in we will test it

thanks
/sudha",0,Thanks for the clarification.,GenericData.getSchemaName instead throws an AvroRuntimeException so the special handling of UnresolvedUnionException in Responder.respond is skipped and the nested exception text is the result.,0,The sizes may be higher than you need then.,0,Fix applied to master (6d1d23b7d0eba4de3c4097907adc37b09191196e).,0,Thanks.,0
During the 10.5.1.1 test cycle this test took about 5 mins (and passed).,0,This might fix broken hudson on trunk,0,1,Cool - good information to have.  Thanks Lance!,1,"> - FOUserAgent.getStream() is cool and very easy to use (now that it's properly
> documented).",Go ahead commit Nitay.,0,There a list?,0,Fix for the gererate-id() problem seems to be correct.,0,Thanks.,0
"durrrh, that sucks.",1,"This practice in general seems really confusing to me, this bug is refed in the 1.5.0 release notes tagged in svn.",0,1,Hey very cool.,1,"i kinda like the black acctually .. but that may largely be due to my prefering the ""fire"" solr logo over the futuristic magnifying glass (the red/orange contrasts nicely with the black/grey.

to my mind, the ""Solr"" ""Sun"" connection has allways been really cool ... ",Good idea especially if you have a use case for that.,0,They met the same bug with us.,0,Fixed at revision 936652.,0,That is correct.,0
e.g.,0,This sucks *so much*...,1,1,"Hi, very cool!",1,Awesome discussion.,gora-cassandra is patched to work with this prove of concept (It's just a one-liner in CassandraStore).,0,This might be a bug indeed.,1,Fixed classpath for chukwa core jar file.,0,"That method, which inverts a single document, was replaced with new code starting with 2.3, so it's possible you can workaround the bug by upgrading to 2.3 or 2.4.",0
"Easy to say we can come back to this, easy not to.",0,This was fixed Cassandra-side for 2.0 in CASSANDRA-5702 but the fix was pretty heavyweight and backporting to 1.2.x is not an option.,0,1,I like the elegant parser!,1,"Got it, thanks for the explanation.","great idea, those are lost to the ages but I'll try to reproduce.",0,This was my bad.,1,Fixed in 1.2 branch as well.,0,"that what WebRenederendingServices are for, not sure WebDescriptionProvider could be declared to be a WebRenderingService.",0
"Erick,
First of all, anyone upgrading should examine CHANGES.txt which would certainly have a note on this explicitly in the upgrading section of that document.",0,This whole thing is very distressing to me.,1,1,Thanks for fixing it so quickly!,1,The patch looks good.,"Grumble, grumble...",1,To me this is intersection.,0,Fixed in http://svn.eu.apache.org/viewvc?view=rev&revision=702423,0,"The idea behind this is largely the same as with our existing package structure - there is nothing technical in preventing *everything* to be in the org.apache.jspwiki -namespace (with no subpackages), but both aesthetics and experience tell us that it just makes sense to add subpackages to make class management easier.",0
etc.,0,"Though it is still a possibility, it is pretty corner-case.",0,1,Jonathan: over to you :),1,Cool cool - thanks stack!,"Ha sorry Varun, thanks for the reminder, I will have a look at it soon...",1,"To upgrade to a recent version of Jackrabbit, see http://wiki.apache.org/jackrabbit/BackupAndMigration
I'm afraid I can't say much about the risk.",1,"Fixed in http://svn.eu.apache.org/viewvc?view=rev&revision=707319
Many thanks to Ulhas for providing the patch!",0,The patch does not contain any @author tags.,0
"Even during the full-blown ""validation"" of the descriptors (done just before ""saving""), the CDE is invoking the base UIMA framework in special mode to prevent instantiation.",0,"Thus, the case is closed as non-reproducible.",0,1,"Cool, looks good.",1,Awesome! This tool is cool.,HADOOP-5679 changed this function to return int instead of void.,0,"Tom, no problem, please see WHIRR-634 and WHIRR-635.",0,Fixed in SVN now.,0,The patch looks fine.,0
Every framework will benefit from that!,0,"To be quite blunt guys, your log4net logger methods smell bad.",0,1,Cool. sounds good to me.,1,Thanks guys for saving mankind!,Have you tried the standard maven untangling tricks like deleting ~/.m2?,0,toString() method added.,0,fixed in svn r344339.,0,The patch looks fine.,0
